97.019347,33.208872,7.528045,107.704750,244.476963,88.828961,137,33,2
114.483967,34.104075,10.869052,109.283199,240.609698,105.399658,159,37,2
119.650978,52.508266,12.160640,105.292413,240.319050,108.353005,184,37,2
124.417912,65.368951,14.487874,102.884824,238.828589,112.442199,204,36,2
123.632698,46.111327,13.587819,107.483259,237.756341,112.380588,183,37,2
122.077120,44.026654,11.441038,107.324149,239.715563,110.241042,177,37,2
119.504164,34.482499,10.081045,109.279221,242.739991,109.055473,164,34,2
97.606924,26.551006,8.558785,109.905920,243.517405,89.104270,132,35,2
105.287004,38.144771,9.391881,106.795647,242.702456,95.855561,152,33,2
89.031638,23.916569,8.112167,109.772332,242.510365,81.277115,121,36,2
119.015324,39.933215,14.534359,108.660453,237.086685,108.775952,173,37,2
114.433706,35.376126,12.604252,109.257454,237.166975,104.269961,162,34,2
128.572279,50.685720,13.219922,106.370240,238.440088,115.641708,192,33,2
110.894946,44.484168,11.241698,106.338653,241.395856,100.494501,166,34,2
131.232140,43.244569,13.372051,108.072224,239.258596,117.746017,187,36,2
110.173194,29.900116,13.600676,111.023636,235.888968,102.047440,153,53,5
119.134821,30.316031,13.464180,111.502823,237.832340,110.957919,162,55,5
149.417484,45.691255,21.086923,110.626205,229.991330,138.243397,216,55,5
112.186074,29.787640,16.231562,111.156357,234.521853,102.894862,158,56,5
154.482974,47.709306,22.195924,110.433161,229.020464,142.362825,224,55,5
110.188443,26.784740,12.326024,111.559132,239.354082,101.793041,149,57,5
113.683194,31.865836,14.196265,110.835026,237.324903,105.725634,159,57,5
106.317331,27.088713,11.175067,111.132393,239.634679,97.999213,144,56,5
109.723350,29.922049,14.062961,111.115016,236.002402,101.571715,153,55,5
104.347585,23.934105,10.398666,111.379988,241.512830,95.682663,138,57,5
108.173989,27.058709,14.216459,111.582189,235.781223,100.351628,149,54,5
101.131404,24.302924,10.543157,111.367222,239.587807,93.359397,135,55,5
115.383429,31.810419,12.657570,110.793456,237.842566,107.371285,159,54,5
100.747251,22.828549,10.745471,111.849160,240.487521,92.890635,134,54,5
147.093942,46.708349,19.302145,110.021836,231.452531,136.675022,213,54,5
106.258899,86.084004,9.191831,96.038732,243.023945,97.033660,201,27,1
131.179540,75.124433,10.477218,102.052378,243.624088,118.570970,216,30,1
125.175717,78.422126,10.473225,100.559547,243.026803,114.011969,214,31,1
154.193099,97.587075,15.142209,100.913803,239.425508,140.915499,266,27,1
109.346973,93.807780,10.240501,94.884150,243.144342,99.327733,213,27,1
114.444039,94.440158,10.117651,95.982051,242.733803,104.151917,219,32,1
130.444967,87.490379,12.180414,99.598418,240.781600,117.867827,230,27,1
103.172065,79.837507,9.054572,97.141127,243.296679,94.240459,192,32,1
111.048878,87.350408,8.736522,96.443965,244.218917,101.360194,207,28,1
110.228760,91.307547,9.088496,95.930692,243.501541,99.753598,210,31,1
112.080529,81.214317,8.943876,98.676572,243.939819,102.321863,202,32,1
123.992448,80.783091,10.086067,99.713201,243.849194,112.335476,214,29,1
117.142665,75.795004,8.228700,100.118804,244.902236,106.434934,201,27,1
157.552231,108.248294,16.758527,99.202768,238.091547,142.974056,282,27,1
129.276623,77.720663,9.721441,101.080041,244.240676,116.504018,216,28,1
140.574201,65.694484,16.530124,105.034367,235.393133,130.376045,222,56,3
124.767163,46.477606,13.141546,108.217068,237.703205,115.878313,184,57,3
164.436279,59.368835,21.756954,108.700472,231.045352,151.661615,245,58,3
144.610142,60.064666,15.190027,106.220449,237.964823,132.158151,219,54,3
186.005393,99.982000,24.789916,103.289719,230.866509,171.099373,310,55,3
124.233753,49.662603,11.309608,107.060869,240.749389,115.385613,185,55,3
124.768731,40.366190,14.417897,109.586758,237.031954,115.646931,179,58,3
131.841211,67.802678,14.796074,104.009140,236.993594,121.642257,214,55,3
132.093197,57.970348,13.335161,105.810968,238.971374,121.760040,203,55,3
163.776744,75.692624,22.059159,105.597716,230.971131,150.349405,261,55,3
125.664723,52.077946,12.256871,106.421252,239.371124,115.670178,189,55,3
143.019051,48.754284,16.089140,108.176921,236.057778,130.283771,207,58,3
144.017924,49.405638,18.311225,108.969012,232.361689,134.288609,211,57,3
177.842883,72.519834,24.300930,107.141733,229.085069,162.997762,274,55,3
172.302705,77.541696,24.389891,106.356579,227.574892,157.375784,274,55,3
122.970908,41.005231,16.611472,109.243995,232.485018,113.113587,180,26,4
175.197518,65.905857,26.581139,108.428577,226.473599,160.232496,267,28,4
119.340815,32.833656,13.241715,110.163107,237.838327,108.700402,165,27,4
111.098146,30.627686,11.849199,110.428641,238.654749,102.812512,153,27,4
104.772588,27.266286,11.232247,110.783969,239.552177,96.657625,143,29,4
170.054629,62.439056,25.041719,107.823061,229.274176,152.578129,257,28,4
105.104684,27.256456,10.964828,110.837516,240.155586,96.294677,143,25,4
106.047066,54.976375,10.449856,103.241268,241.112139,95.928448,171,26,4
152.112684,80.358802,18.755815,103.837512,233.967878,140.393733,251,28,4
142.199689,48.897177,18.769679,107.991804,232.418655,128.408394,209,29,4
137.838863,49.480431,15.783131,107.574146,235.846924,125.001057,203,28,4
143.665426,54.364523,19.305401,107.601282,231.628428,131.110244,217,26,4
161.383394,59.321245,24.557478,108.198824,228.276740,145.735415,245,28,4
116.032943,32.934747,12.549167,109.745870,238.236598,106.087174,161,27,4
147.982426,52.091653,16.854897,107.858785,235.557215,134.662759,216,28,4
150.823340,58.034208,20.913798,107.572348,231.678682,139.236133,229,25,4
127.667671,40.824162,12.964316,108.327444,238.802506,115.920927,181,25,4
144.557150,66.392611,17.333684,105.189177,234.672569,131.034511,228,40,3
116.473550,47.512963,11.867653,105.989260,240.508741,106.472559,175,39,3
143.987669,53.225296,17.930369,108.340694,232.950199,132.933437,215,37,3
164.861201,63.750083,25.831603,107.299854,226.867921,147.588157,254,36,3
131.732049,62.684743,16.627818,104.583066,235.484426,119.112497,211,39,3
115.246952,41.252687,9.482763,107.883135,241.332219,105.491758,165,40,3
138.323639,44.901570,16.304328,108.713086,235.369764,125.253263,199,39,3
173.690799,72.403718,25.859986,106.680449,227.275829,157.243593,271,39,3
141.660575,64.678658,15.795030,104.875514,236.832935,127.699713,222,39,3
154.129747,80.508226,17.644212,103.379691,236.593812,141.615736,252,38,3
164.288999,73.232574,18.865839,105.437869,235.291337,149.104607,256,37,3
111.465402,32.825364,11.519450,109.052448,239.343974,100.666414,155,37,3
109.971209,37.727882,9.971949,108.141780,241.813117,99.189084,157,38,3
108.749515,30.381163,15.066828,111.073914,233.504527,99.912642,154,44,5
137.601747,39.348802,19.912223,110.988570,230.210501,127.484352,196,44,5
131.749596,39.074778,20.578865,110.468401,229.555824,119.966987,191,43,5
132.711753,38.197926,19.672053,110.543463,230.510872,120.672747,190,44,5
97.458734,30.987363,13.195785,109.688446,232.972211,88.502757,141,42,5
135.195300,43.347990,18.202653,109.628064,232.733590,124.272660,196,41,5
102.339284,27.425617,11.582300,110.675680,237.861071,93.970847,141,42,5
118.669711,39.237076,19.748328,110.128259,226.013642,108.209642,177,42,5
110.010760,30.615911,16.112013,111.192491,231.974150,101.746750,156,45,5
134.075785,41.354015,20.409217,110.107610,229.049508,121.522196,195,45,5
109.076870,30.085722,13.862838,110.953238,235.117734,99.913711,153,41,5
124.334762,35.404492,15.921908,110.523924,233.900722,113.933557,175,43,5
154.387835,47.978520,23.458151,110.460693,227.765555,141.348361,225,43,5
101.129634,25.652587,14.158915,112.232720,233.717337,94.299488,140,45,5
97.375790,22.624041,11.588682,112.155391,236.808027,90.054199,131,42,5
108.113003,26.078084,14.421903,111.726142,235.185822,98.816402,148,43,5
100.008477,26.847293,10.931300,110.471267,236.998543,91.133017,137,32,5
95.555212,22.219014,10.632603,111.839457,237.839737,87.767288,128,30,5
93.289194,22.234532,10.666502,111.473411,238.079088,84.718532,126,32,5
102.998143,25.741837,11.670470,111.223597,236.622084,94.001729,140,30,5
103.568375,26.231156,12.958451,111.001795,235.783151,94.152281,142,31,5
122.276850,34.622366,14.187178,109.716401,236.290064,110.983142,171,29,5
101.166191,25.871611,11.372750,110.973758,236.672193,92.777034,138,29,5
159.302045,55.652045,27.393443,109.769580,222.289617,146.002005,242,29,5
147.926374,49.449913,22.808439,109.985395,226.259272,135.620273,220,31,5
149.380532,50.110993,21.704743,109.676175,227.695663,137.127879,221,33,5
128.257390,36.475604,17.781454,110.851473,231.150245,118.454266,182,32,5
93.977393,22.943070,10.683120,111.679879,237.489281,86.045582,127,29,5
91.781229,21.613617,10.631494,111.668901,237.201663,83.882069,124,33,5
101.515643,25.536518,12.746185,111.336320,235.510481,92.956974,139,33,5
101.539316,26.441397,12.673404,111.494404,234.976141,93.912147,140,42,5
113.761451,27.946294,15.141605,111.373358,234.356447,104.224254,156,41,5
112.923385,29.313943,15.112331,111.481489,233.666002,103.540906,157,45,5
133.749002,39.173595,20.184348,110.834362,228.273582,123.172405,193,48,5
158.150216,50.040701,22.750939,109.959402,228.349983,145.044321,230,50,5
118.320178,32.003004,14.526068,111.018742,234.931265,109.570131,164,52,5
115.182004,33.519232,19.370372,111.090108,228.427591,105.224985,168,51,5
135.397990,40.095950,20.639927,110.544330,228.817180,123.143721,196,48,5
104.007353,25.368937,11.250556,111.255458,238.398848,95.544609,140,51,5
91.014775,22.392210,12.798935,111.916864,233.489406,83.773496,126,44,5
158.787764,52.934656,27.144826,109.893610,222.771735,144.488032,238,45,5
134.032892,39.191920,18.345866,110.502028,230.835547,123.319591,191,41,5
128.150348,37.685315,17.524585,110.386395,231.844826,117.338164,183,49,5
150.061305,47.801657,26.218632,110.219641,223.934907,135.359430,224,41,5
152.384513,47.038869,23.914461,110.412170,226.284730,139.305880,223,49,5
116.774894,30.259093,14.720392,111.723819,233.976519,108.506390,161,43,5
98.611216,23.673063,12.487346,111.939700,234.919010,90.956649,134,49,5
119.218669,50.134830,11.472390,105.494332,240.619969,107.679697,180,35,3
155.181198,60.953631,20.735541,107.076000,232.050471,141.373165,236,36,3
116.854173,42.901522,10.852905,106.795921,240.881167,106.089267,170,35,3
121.986848,55.696962,10.753955,104.410705,241.340417,111.026285,188,35,3
121.889356,54.073682,10.731169,105.075541,241.964985,113.197547,186,37,3
148.613231,64.404218,16.224499,105.110989,236.543354,135.373405,229,36,3
134.565251,51.455360,15.907666,107.332715,235.487180,122.042316,201,33,3
131.356761,44.623061,14.478170,108.640709,237.158529,120.950760,190,37,3
137.947636,50.366651,15.255761,107.627857,236.202521,125.932240,203,34,3
148.476506,56.518452,17.707180,107.077110,234.602628,134.713773,222,35,3
163.889607,71.307184,21.098546,105.711687,233.164429,147.710857,256,34,3
152.835852,66.023192,22.044972,106.068994,229.566334,139.450947,240,37,3
124.992362,51.662165,12.600459,105.707456,239.473381,114.192356,189,36,3
133.183645,61.143331,12.821054,104.798090,239.829864,122.950516,207,34,3
127.124448,44.577313,14.970353,107.479924,237.177753,114.789660,186,37,3
110.142007,34.511281,10.630739,108.714776,241.213364,100.343913,155,35,3
152.625618,55.982087,18.417294,107.703390,234.075915,137.799417,227,35,3
146.523302,51.824093,15.363828,107.990302,237.011981,135.470145,213,36,3
131.271281,58.488205,10.997330,104.843220,241.732594,117.279864,200,32,2
147.167394,59.113098,16.752485,105.743236,235.419221,131.347090,223,32,2
128.316685,51.617548,12.107192,106.148664,240.169786,115.837836,192,31,2
186.062677,87.641570,26.872999,105.290839,226.944290,167.395816,300,30,2
115.176567,46.432923,10.741653,106.044113,240.867642,103.827849,172,32,2
128.129720,61.024763,12.483022,104.665256,238.628030,117.223117,201,31,2
152.530294,76.376636,17.880599,103.534528,235.037549,134.854191,246,30,2
151.008846,90.368579,16.888617,100.653786,236.795438,135.850352,258,29,2
148.121432,97.180096,16.894614,99.401706,236.559746,131.906183,262,32,2
147.150500,81.324931,15.374310,101.977677,237.695344,130.826094,243,30,2
123.992689,57.960973,10.187530,104.079155,242.207886,109.862110,192,29,2
142.252861,64.089228,13.616105,105.378693,238.797381,128.482423,219,29,2
160.038450,80.876408,19.832025,103.653568,231.984384,144.645122,260,28,2
139.263805,62.233223,13.707768,105.849342,237.753085,128.062847,215,30,2
150.703459,76.097061,16.705775,103.888057,236.662466,136.005410,243,29,2
142.717404,91.086468,14.761179,99.550849,239.497480,128.480783,248,31,2
115.615313,73.234591,8.704253,99.531358,244.401387,103.973711,197,28,2
