penampakkan\12\12_3.jpg,107.965340,44.971816,9.928668,105.895071,241.076471,99.162952
penampakkan\12\12_4.jpg,117.836024,61.805946,13.167373,103.177012,238.239092,107.590556
penampakkan\12\12_5.jpg,125.071996,55.888507,13.428292,105.751148,236.880160,115.638195
penampakkan\12\12_6.jpg,104.629156,34.629394,10.571404,109.009990,239.995729,96.411939
penampakkan\12\12_7.jpg,110.037232,49.271524,10.980276,105.417427,240.411581,100.252790
penampakkan\12\12_8.jpg,151.301915,79.675213,20.099697,103.402996,232.891985,138.663648
penampakkan\12\12_9.jpg,148.729889,71.159631,17.637728,104.348792,236.054944,135.772078
penampakkan\13\13_1.jpg,110.209131,32.811924,15.059096,110.382529,234.185838,100.097626
penampakkan\13\13_10.jpg,147.137579,48.002947,24.377911,109.724104,226.460526,133.303458
penampakkan\13\13_11.jpg,156.340189,56.398158,27.622665,109.150273,221.108918,142.539999
penampakkan\13\13_12.jpg,107.340964,30.324771,14.275961,110.679639,234.623323,98.254291
penampakkan\13\13_13.jpg,98.617470,25.428961,11.307312,110.894555,236.941379,90.245659
penampakkan\13\13_14.jpg,105.130406,26.379048,12.414405,111.131937,236.801525,96.179052
penampakkan\13\13_15.jpg,97.608388,23.537801,11.025320,110.954213,238.692772,89.346011
penampakkan\13\13_16.jpg,127.903766,37.497210,17.399749,110.550304,233.966832,118.123668
penampakkan\13\13_17.jpg,118.463598,34.557940,14.790309,110.260354,235.040353,109.274896
penampakkan\13\13_18.jpg,139.497617,41.111474,17.080892,110.300102,234.482677,129.106955
penampakkan\13\13_19.jpg,162.469492,61.079341,22.064335,107.604895,230.519885,146.447287
penampakkan\13\13_2.jpg,112.046514,33.997147,12.381809,110.238976,236.260704,103.777534
penampakkan\13\13_3.jpg,119.634656,37.786842,15.104283,110.159931,233.523612,110.621014
penampakkan\13\13_4.jpg,125.065510,41.407569,17.840747,108.937273,231.687822,113.401423
penampakkan\13\13_5.jpg,123.903954,39.385199,15.243809,109.701031,233.765058,114.100488
penampakkan\13\13_6.jpg,148.306895,53.811059,26.747126,108.653516,221.350523,133.399500
penampakkan\13\13_7.jpg,163.252845,57.351858,27.246499,109.586010,224.272583,149.091463
penampakkan\13\13_8.jpg,156.454273,51.330018,22.346401,109.259182,230.121997,141.860555
penampakkan\13\13_9.jpg,130.663329,36.801905,16.378052,110.475161,234.376714,118.796228
penampakkan\14\14_1.jpg,103.256730,29.376982,12.075313,110.242065,236.647154,94.439140
penampakkan\14\14_10.jpg,112.816507,31.700174,14.999389,110.573950,234.293792,102.682418
penampakkan\14\14_11.jpg,135.735371,41.256576,16.922688,109.659143,233.777744,123.873233
penampakkan\14\14_12.jpg,99.598289,24.614901,10.200291,110.994264,239.589404,91.087085
penampakkan\14\14_13.jpg,117.025646,33.772840,12.342421,110.182644,237.514476,108.089362
penampakkan\14\14_14.jpg,120.270680,36.460152,12.476978,109.141693,238.618062,110.178429
penampakkan\14\14_15.jpg,129.337746,40.202622,15.007279,109.348629,235.443894,118.432324
penampakkan\14\14_16.jpg,124.458192,38.241757,15.961126,109.736328,232.585856,114.847211
penampakkan\14\14_17.jpg,126.779500,40.680566,15.938059,109.019565,233.439416,115.230240
penampakkan\14\14_18.jpg,139.803755,42.927589,19.041889,109.844732,232.061900,128.405609
penampakkan\14\14_2.jpg,126.033430,42.248343,24.146634,109.361422,224.672977,112.903244
penampakkan\14\14_3.jpg,131.812434,41.992338,19.059003,109.440048,230.825422,119.810737
penampakkan\14\14_4.jpg,151.435532,51.663737,21.803045,109.109702,230.163218,138.416533
penampakkan\14\14_5.jpg,157.494425,57.944733,22.104972,107.966186,229.782142,142.513967
penampakkan\14\14_6.jpg,112.275564,31.389502,15.537864,110.968469,234.090275,102.498590
penampakkan\14\14_7.jpg,142.707165,43.804676,19.624975,110.274915,231.115092,131.661341
penampakkan\14\14_8.jpg,140.416208,43.241260,17.429067,110.230308,232.733159,131.351814
penampakkan\14\14_9.jpg,151.373753,48.837376,20.820615,109.420193,230.482532,138.588095
penampakkan\15\15_1.jpg,93.678695,52.926172,5.482687,101.906554,247.173253,85.147863
penampakkan\15\15_10.jpg,152.859189,72.001318,16.477295,104.249200,236.859698,138.349125
penampakkan\15\15_11.jpg,118.157828,41.798501,9.447754,106.691730,243.202451,106.422223
penampakkan\15\15_12.jpg,156.336997,76.591334,17.695656,103.971163,236.524443,140.221873
penampakkan\15\15_13.jpg,148.128817,78.365208,12.930026,102.196406,242.242552,130.277095
penampakkan\15\15_14.jpg,143.702736,88.396594,12.232194,99.946366,242.049645,127.886339
penampakkan\15\15_15.jpg,153.808999,95.794370,14.291667,99.813321,240.546981,138.290087
penampakkan\15\15_16.jpg,163.279800,89.875747,20.336178,102.834105,233.067663,148.960933
penampakkan\15\15_17.jpg,180.443313,83.582897,27.287454,104.592144,226.971987,161.904995
penampakkan\15\15_18.jpg,160.724157,77.295574,18.820315,103.768472,235.203902,143.597980
penampakkan\15\15_2.jpg,139.246580,78.018601,13.722370,102.109326,239.158274,125.896928
penampakkan\15\15_3.jpg,151.804104,82.780808,16.214372,102.333772,237.032743,135.126876
penampakkan\15\15_4.jpg,151.623149,89.140563,14.488114,100.922073,239.162179,135.918490
penampakkan\15\15_5.jpg,141.745010,91.824638,12.228971,98.924556,242.143140,125.045438
penampakkan\15\15_6.jpg,157.037836,101.195259,15.702498,99.939056,238.805522,141.354579
penampakkan\15\15_7.jpg,129.623004,59.553132,11.690855,104.781417,241.453890,116.670112
penampakkan\15\15_8.jpg,164.917132,89.093554,19.639732,102.269825,235.569921,147.546319
penampakkan\15\15_9.jpg,148.422533,63.754673,18.282304,104.957225,233.569752,133.201963
penampakkan\16\16_1.jpg,111.326317,50.371054,8.841045,105.243120,242.820612,103.281674
penampakkan\16\16_10.jpg,145.409599,58.840516,17.391696,106.620551,234.890532,131.995548
penampakkan\16\16_11.jpg,185.074587,90.910610,26.866263,104.952962,226.833878,170.133975
penampakkan\16\16_12.jpg,164.276760,76.423563,21.439184,105.037790,231.481822,149.520731
penampakkan\16\16_13.jpg,182.761190,87.462595,27.586838,104.949011,226.373554,167.343707
penampakkan\16\16_14.jpg,100.904497,35.584504,7.930821,107.579258,243.052531,92.041477
penampakkan\16\16_15.jpg,143.794120,76.353259,16.118633,102.905762,236.585295,130.415451
penampakkan\16\16_16.jpg,147.968461,85.274321,14.376526,101.633658,239.489122,136.776307
penampakkan\16\16_17.jpg,149.574825,83.393833,17.251696,101.954642,236.320491,135.019842
penampakkan\16\16_18.jpg,147.476705,68.832869,16.687683,104.300324,237.050772,133.809938
penampakkan\16\16_19.jpg,124.603948,69.334254,10.880927,102.035490,241.262037,113.906946
penampakkan\16\16_2.jpg,135.264758,77.239207,13.165533,102.175394,239.127272,123.874761
penampakkan\16\16_3.jpg,141.294990,85.873165,14.952578,100.868531,238.261587,129.224330
penampakkan\16\16_4.jpg,108.867188,57.921321,7.887718,102.520527,244.842508,99.373152
penampakkan\16\16_5.jpg,112.414191,55.551018,9.753020,103.332109,242.432865,101.994861
penampakkan\16\16_6.jpg,125.650145,59.863201,12.348595,104.316850,239.644179,114.633639
penampakkan\16\16_7.jpg,168.237503,78.103349,22.568215,104.851324,230.992734,152.810369
penampakkan\16\16_8.jpg,154.319249,71.513809,19.085411,105.472578,233.941611,140.444884
penampakkan\16\16_9.jpg,144.806658,59.099363,17.297280,106.526902,234.208170,132.656044
penampakkan\17\17_1.jpg,108.211445,60.874136,9.571419,102.217196,241.860209,97.977518
penampakkan\17\17_10.jpg,159.630760,91.590630,18.233633,101.058205,236.165438,144.100768
penampakkan\17\17_11.jpg,129.484274,57.442263,13.288390,105.366787,238.397972,118.982948
penampakkan\17\17_12.jpg,115.854741,53.734565,11.130685,104.884344,239.870681,106.537652
penampakkan\17\17_13.jpg,97.621635,51.533871,7.824266,102.956004,244.089013,87.866999
penampakkan\17\17_14.jpg,136.256915,92.741576,14.690335,99.246838,238.460064,122.559612
penampakkan\17\17_15.jpg,105.145809,72.158106,9.071932,98.247364,243.336295,95.989334
penampakkan\17\17_16.jpg,107.619691,59.979238,9.496721,101.972244,241.759470,96.480993
penampakkan\17\17_17.jpg,127.403381,63.109257,13.350552,104.113653,237.741666,115.350061
penampakkan\17\17_18.jpg,107.423146,77.583667,9.225659,97.357629,243.474696,97.455545
penampakkan\17\17_19.jpg,104.342832,65.304247,7.967597,100.433160,244.014894,95.249525
penampakkan\17\17_2.jpg,153.778876,96.439452,18.115320,100.581654,235.071216,137.526493
penampakkan\17\17_20.jpg,124.904196,86.250116,12.954907,98.005355,240.072417,112.885011
penampakkan\17\17_3.jpg,117.440447,79.367664,9.081286,99.418115,243.934485,106.850022
penampakkan\17\17_4.jpg,121.264342,77.152321,9.910598,100.493147,242.092544,111.582068
penampakkan\17\17_5.jpg,137.775906,82.837872,15.391109,100.957198,236.423244,123.673605
penampakkan\17\17_6.jpg,141.155756,66.459870,15.325690,104.673269,236.956492,128.868722
penampakkan\17\17_7.jpg,137.348960,66.302667,17.213587,104.091107,234.393456,122.829451
penampakkan\17\17_8.jpg,154.591525,85.515613,18.171313,102.675686,235.179595,139.131138
penampakkan\17\17_9.jpg,119.062602,66.724653,11.093270,102.251087,241.359363,108.241391
penampakkan\18\18_1.jpg,95.068918,24.223151,10.593389,111.179435,236.910762,87.254172
penampakkan\18\18_10.jpg,144.474223,48.283434,24.422578,110.002348,224.258403,131.046171
penampakkan\18\18_11.jpg,95.503215,23.736854,11.161281,111.609825,236.738102,88.469441
penampakkan\18\18_12.jpg,97.866802,24.459195,11.997595,111.151749,236.621738,89.424411
penampakkan\18\18_13.jpg,102.993725,25.757227,10.416106,111.119572,238.919682,94.591332
penampakkan\18\18_14.jpg,139.853196,43.183373,17.631031,110.261778,232.791528,130.214583
penampakkan\18\18_15.jpg,128.734018,41.628527,20.719681,110.278000,225.973212,118.447201
penampakkan\18\18_16.jpg,131.852713,41.189181,20.669217,110.710232,226.568008,122.293456
penampakkan\18\18_17.jpg,137.138167,46.184251,22.190994,109.686496,228.276026,125.408741
penampakkan\18\18_18.jpg,156.043208,52.076055,22.401140,109.646726,228.347589,143.590890
penampakkan\18\18_19.jpg,139.134722,42.716653,19.282805,110.189826,230.349733,127.917533
penampakkan\18\18_2.jpg,111.052823,31.237616,13.346772,110.473349,234.855364,101.192698
penampakkan\18\18_3.jpg,102.121691,35.074077,17.937880,110.382409,224.279625,93.568211
penampakkan\18\18_4.jpg,143.499102,46.822289,23.672583,109.997257,225.036361,130.083709
penampakkan\18\18_5.jpg,162.478793,57.219516,28.324902,109.329928,221.620005,147.315176
penampakkan\18\18_6.jpg,113.058927,32.143058,15.465126,110.802434,231.909197,104.255190
penampakkan\18\18_7.jpg,93.198067,27.819210,14.249951,111.195640,228.526326,86.769112
penampakkan\18\18_8.jpg,92.264194,21.827461,10.672391,111.747842,237.863755,84.594525
penampakkan\18\18_9.jpg,91.957756,22.855561,11.372869,111.537841,235.904082,83.817288
penampakkan\19\19_1.jpg,123.562283,40.940651,15.264852,107.871119,234.742786,110.767648
penampakkan\19\19_10.jpg,115.971486,39.152820,10.513771,107.393299,241.044782,104.193765
penampakkan\19\19_11.jpg,148.352056,55.299222,16.680460,107.599290,235.142384,135.943669
penampakkan\19\19_12.jpg,139.381584,46.624355,16.870071,108.374565,234.122453,126.434148
penampakkan\19\19_13.jpg,153.832855,55.587924,20.270412,107.596623,231.865900,138.259989
penampakkan\19\19_14.jpg,118.171107,43.392288,11.124532,107.486849,240.165197,107.058482
penampakkan\19\19_15.jpg,122.980027,46.241989,9.975204,106.847714,241.935308,112.640541
penampakkan\19\19_16.jpg,147.816608,58.939711,16.029060,106.837111,236.450626,135.574874
penampakkan\19\19_17.jpg,132.705640,46.038278,15.496244,107.582872,235.740999,118.669752
penampakkan\19\19_18.jpg,117.466942,34.875530,11.991886,109.103296,238.516857,105.934209
penampakkan\19\19_19.jpg,165.846581,61.185582,25.410368,107.798682,227.083367,149.688332
penampakkan\19\19_2.jpg,155.763286,66.280439,18.201415,105.203086,235.005215,137.736294
penampakkan\19\19_20.jpg,122.803427,46.876523,12.937160,106.547458,239.303798,111.036576
penampakkan\19\19_21.jpg,179.661463,78.023216,25.285299,105.761276,228.098765,160.991307
penampakkan\19\19_22.jpg,134.352057,50.974533,12.463716,106.610521,239.083501,121.750726
penampakkan\19\19_3.jpg,129.972787,53.389729,10.781885,105.856645,241.474576,117.747410
penampakkan\19\19_4.jpg,150.030675,59.823779,20.172685,106.955655,230.835398,136.147084
penampakkan\19\19_5.jpg,123.639753,40.589462,14.554298,109.345486,234.903976,113.805006
penampakkan\19\19_6.jpg,151.512268,56.274633,18.582864,107.261806,233.777481,135.238213
penampakkan\19\19_7.jpg,122.887308,36.346039,12.124759,108.974850,239.085874,110.598818
penampakkan\19\19_8.jpg,115.166420,34.101762,12.500757,109.107724,238.532400,103.437294
penampakkan\19\19_9.jpg,128.864051,45.554367,12.822453,107.357675,238.571635,116.678518
penampakkan\1\1_1.jpg,97.019347,33.208872,7.528045,107.704750,244.476963,88.828961
penampakkan\1\1_10.jpg,114.483967,34.104075,10.869052,109.283199,240.609698,105.399658
penampakkan\1\1_11.jpg,119.650978,52.508266,12.160640,105.292413,240.319050,108.353005
penampakkan\1\1_12.jpg,124.417912,65.368951,14.487874,102.884824,238.828589,112.442199
penampakkan\1\1_13.jpg,123.632698,46.111327,13.587819,107.483259,237.756341,112.380588
penampakkan\1\1_14.jpg,122.077120,44.026654,11.441038,107.324149,239.715563,110.241042
penampakkan\1\1_15.jpg,119.504164,34.482499,10.081045,109.279221,242.739991,109.055473
penampakkan\1\1_2.jpg,97.606924,26.551006,8.558785,109.905920,243.517405,89.104270
penampakkan\1\1_3.jpg,105.287004,38.144771,9.391881,106.795647,242.702456,95.855561
penampakkan\1\1_4.jpg,89.031638,23.916569,8.112167,109.772332,242.510365,81.277115
penampakkan\1\1_5.jpg,119.015324,39.933215,14.534359,108.660453,237.086685,108.775952
penampakkan\1\1_6.jpg,114.433706,35.376126,12.604252,109.257454,237.166975,104.269961
penampakkan\1\1_7.jpg,128.572279,50.685720,13.219922,106.370240,238.440088,115.641708
penampakkan\1\1_8.jpg,110.894946,44.484168,11.241698,106.338653,241.395856,100.494501
penampakkan\1\1_9.jpg,131.232140,43.244569,13.372051,108.072224,239.258596,117.746017
penampakkan\2\2_1.jpg,110.173194,29.900116,13.600676,111.023636,235.888968,102.047440
penampakkan\2\2_10.jpg,119.134821,30.316031,13.464180,111.502823,237.832340,110.957919
penampakkan\2\2_11.jpg,149.417484,45.691255,21.086923,110.626205,229.991330,138.243397
penampakkan\2\2_12.jpg,112.186074,29.787640,16.231562,111.156357,234.521853,102.894862
penampakkan\2\2_13.jpg,154.482974,47.709306,22.195924,110.433161,229.020464,142.362825
penampakkan\2\2_14.jpg,110.188443,26.784740,12.326024,111.559132,239.354082,101.793041
penampakkan\2\2_15.jpg,113.683194,31.865836,14.196265,110.835026,237.324903,105.725634
penampakkan\2\2_2.jpg,106.317331,27.088713,11.175067,111.132393,239.634679,97.999213
penampakkan\2\2_3.jpg,109.723350,29.922049,14.062961,111.115016,236.002402,101.571715
penampakkan\2\2_4.jpg,104.347585,23.934105,10.398666,111.379988,241.512830,95.682663
penampakkan\2\2_5.jpg,108.173989,27.058709,14.216459,111.582189,235.781223,100.351628
penampakkan\2\2_6.jpg,101.131404,24.302924,10.543157,111.367222,239.587807,93.359397
penampakkan\2\2_7.jpg,115.383429,31.810419,12.657570,110.793456,237.842566,107.371285
penampakkan\2\2_8.jpg,100.747251,22.828549,10.745471,111.849160,240.487521,92.890635
penampakkan\2\2_9.jpg,147.093942,46.708349,19.302145,110.021836,231.452531,136.675022
penampakkan\3\3_1.jpg,106.258899,86.084004,9.191831,96.038732,243.023945,97.033660
penampakkan\3\3_10.jpg,131.179540,75.124433,10.477218,102.052378,243.624088,118.570970
penampakkan\3\3_11.jpg,125.175717,78.422126,10.473225,100.559547,243.026803,114.011969
penampakkan\3\3_12.jpg,154.193099,97.587075,15.142209,100.913803,239.425508,140.915499
penampakkan\3\3_13.jpg,109.346973,93.807780,10.240501,94.884150,243.144342,99.327733
penampakkan\3\3_14.jpg,114.444039,94.440158,10.117651,95.982051,242.733803,104.151917
penampakkan\3\3_15.jpg,130.444967,87.490379,12.180414,99.598418,240.781600,117.867827
penampakkan\3\3_2.jpg,103.172065,79.837507,9.054572,97.141127,243.296679,94.240459
penampakkan\3\3_3.jpg,111.048878,87.350408,8.736522,96.443965,244.218917,101.360194
penampakkan\3\3_4.jpg,110.228760,91.307547,9.088496,95.930692,243.501541,99.753598
penampakkan\3\3_5.jpg,112.080529,81.214317,8.943876,98.676572,243.939819,102.321863
penampakkan\3\3_6.jpg,123.992448,80.783091,10.086067,99.713201,243.849194,112.335476
penampakkan\3\3_7.jpg,117.142665,75.795004,8.228700,100.118804,244.902236,106.434934
penampakkan\3\3_8.jpg,157.552231,108.248294,16.758527,99.202768,238.091547,142.974056
penampakkan\3\3_9.jpg,129.276623,77.720663,9.721441,101.080041,244.240676,116.504018
penampakkan\4\4_1.jpg,140.574201,65.694484,16.530124,105.034367,235.393133,130.376045
penampakkan\4\4_10.jpg,124.767163,46.477606,13.141546,108.217068,237.703205,115.878313
penampakkan\4\4_11.jpg,164.436279,59.368835,21.756954,108.700472,231.045352,151.661615
penampakkan\4\4_12.jpg,144.610142,60.064666,15.190027,106.220449,237.964823,132.158151
penampakkan\4\4_13.jpg,186.005393,99.982000,24.789916,103.289719,230.866509,171.099373
penampakkan\4\4_14.jpg,124.233753,49.662603,11.309608,107.060869,240.749389,115.385613
penampakkan\4\4_15.jpg,124.768731,40.366190,14.417897,109.586758,237.031954,115.646931
penampakkan\4\4_2.jpg,131.841211,67.802678,14.796074,104.009140,236.993594,121.642257
penampakkan\4\4_3.jpg,132.093197,57.970348,13.335161,105.810968,238.971374,121.760040
penampakkan\4\4_4.jpg,163.776744,75.692624,22.059159,105.597716,230.971131,150.349405
penampakkan\4\4_5.jpg,125.664723,52.077946,12.256871,106.421252,239.371124,115.670178
penampakkan\4\4_6.jpg,143.019051,48.754284,16.089140,108.176921,236.057778,130.283771
penampakkan\4\4_7.jpg,144.017924,49.405638,18.311225,108.969012,232.361689,134.288609
penampakkan\4\4_8.jpg,177.842883,72.519834,24.300930,107.141733,229.085069,162.997762
penampakkan\4\4_9.jpg,172.302705,77.541696,24.389891,106.356579,227.574892,157.375784
penampakkan\5\5_1.jpg,122.970908,41.005231,16.611472,109.243995,232.485018,113.113587
penampakkan\5\5_10.jpg,175.197518,65.905857,26.581139,108.428577,226.473599,160.232496
penampakkan\5\5_11.jpg,119.340815,32.833656,13.241715,110.163107,237.838327,108.700402
penampakkan\5\5_12.jpg,111.098146,30.627686,11.849199,110.428641,238.654749,102.812512
penampakkan\5\5_13.jpg,104.772588,27.266286,11.232247,110.783969,239.552177,96.657625
penampakkan\5\5_14.jpg,170.054629,62.439056,25.041719,107.823061,229.274176,152.578129
penampakkan\5\5_15.jpg,105.104684,27.256456,10.964828,110.837516,240.155586,96.294677
penampakkan\5\5_16.jpg,106.047066,54.976375,10.449856,103.241268,241.112139,95.928448
penampakkan\5\5_17.jpg,152.112684,80.358802,18.755815,103.837512,233.967878,140.393733
penampakkan\5\5_2.jpg,142.199689,48.897177,18.769679,107.991804,232.418655,128.408394
penampakkan\5\5_3.jpg,137.838863,49.480431,15.783131,107.574146,235.846924,125.001057
penampakkan\5\5_4.jpg,143.665426,54.364523,19.305401,107.601282,231.628428,131.110244
penampakkan\5\5_5.jpg,161.383394,59.321245,24.557478,108.198824,228.276740,145.735415
penampakkan\5\5_6.jpg,116.032943,32.934747,12.549167,109.745870,238.236598,106.087174
penampakkan\5\5_7.jpg,147.982426,52.091653,16.854897,107.858785,235.557215,134.662759
penampakkan\5\5_8.jpg,150.823340,58.034208,20.913798,107.572348,231.678682,139.236133
penampakkan\5\5_9.jpg,127.667671,40.824162,12.964316,108.327444,238.802506,115.920927
penampakkan\6\6_1.jpg,144.557150,66.392611,17.333684,105.189177,234.672569,131.034511
penampakkan\6\6_10.jpg,116.473550,47.512963,11.867653,105.989260,240.508741,106.472559
penampakkan\6\6_11.jpg,143.987669,53.225296,17.930369,108.340694,232.950199,132.933437
penampakkan\6\6_12.jpg,164.861201,63.750083,25.831603,107.299854,226.867921,147.588157
penampakkan\6\6_13.jpg,131.732049,62.684743,16.627818,104.583066,235.484426,119.112497
penampakkan\6\6_2.jpg,115.246952,41.252687,9.482763,107.883135,241.332219,105.491758
penampakkan\6\6_3.jpg,138.323639,44.901570,16.304328,108.713086,235.369764,125.253263
penampakkan\6\6_4.jpg,173.690799,72.403718,25.859986,106.680449,227.275829,157.243593
penampakkan\6\6_5.jpg,141.660575,64.678658,15.795030,104.875514,236.832935,127.699713
penampakkan\6\6_6.jpg,154.129747,80.508226,17.644212,103.379691,236.593812,141.615736
penampakkan\6\6_7.jpg,164.288999,73.232574,18.865839,105.437869,235.291337,149.104607
penampakkan\6\6_8.jpg,111.465402,32.825364,11.519450,109.052448,239.343974,100.666414
penampakkan\6\6_9.jpg,109.971209,37.727882,9.971949,108.141780,241.813117,99.189084
penampakkan\7\7_1.jpg,108.749515,30.381163,15.066828,111.073914,233.504527,99.912642
penampakkan\7\7_10.jpg,137.601747,39.348802,19.912223,110.988570,230.210501,127.484352
penampakkan\7\7_11.jpg,131.749596,39.074778,20.578865,110.468401,229.555824,119.966987
penampakkan\7\7_12.jpg,132.711753,38.197926,19.672053,110.543463,230.510872,120.672747
penampakkan\7\7_13.jpg,97.458734,30.987363,13.195785,109.688446,232.972211,88.502757
penampakkan\7\7_14.jpg,135.195300,43.347990,18.202653,109.628064,232.733590,124.272660
penampakkan\7\7_15.jpg,102.339284,27.425617,11.582300,110.675680,237.861071,93.970847
penampakkan\7\7_16.jpg,118.669711,39.237076,19.748328,110.128259,226.013642,108.209642
penampakkan\7\7_2.jpg,110.010760,30.615911,16.112013,111.192491,231.974150,101.746750
penampakkan\7\7_3.jpg,134.075785,41.354015,20.409217,110.107610,229.049508,121.522196
penampakkan\7\7_4.jpg,109.076870,30.085722,13.862838,110.953238,235.117734,99.913711
penampakkan\7\7_5.jpg,124.334762,35.404492,15.921908,110.523924,233.900722,113.933557
penampakkan\7\7_6.jpg,154.387835,47.978520,23.458151,110.460693,227.765555,141.348361
penampakkan\7\7_7.jpg,101.129634,25.652587,14.158915,112.232720,233.717337,94.299488
penampakkan\7\7_8.jpg,97.375790,22.624041,11.588682,112.155391,236.808027,90.054199
penampakkan\7\7_9.jpg,108.113003,26.078084,14.421903,111.726142,235.185822,98.816402
penampakkan\8\8_1.jpg,100.008477,26.847293,10.931300,110.471267,236.998543,91.133017
penampakkan\8\8_10.jpg,95.555212,22.219014,10.632603,111.839457,237.839737,87.767288
penampakkan\8\8_11.jpg,93.289194,22.234532,10.666502,111.473411,238.079088,84.718532
penampakkan\8\8_12.jpg,102.998143,25.741837,11.670470,111.223597,236.622084,94.001729
