0.373057,37
0.378302,35
0.421981,33
0.398319,35
0.390025,36
0.390342,36
0.388693,35
0.401305,33
0.364240,35
0.399277,37
0.405225,34
0.427818,37
0.375820,35
0.363911,34
0.384276,37
0.617025,54
0.588602,57
0.580053,56
0.594134,57
0.584322,57
0.601526,53
0.599354,53
0.607910,56
0.596865,54
0.577459,57
0.564691,55
0.594912,53
0.597077,55
0.584589,54
0.599454,55
0.360041,32
0.366418,32
0.364626,27
0.378744,32
0.374830,30
0.366810,29
0.373493,28
0.350739,30
0.356506,29
0.369940,32
0.340261,28
0.347223,32
0.346962,30
0.358497,29
0.370027,27
0.605414,56
0.578280,55
0.615606,58
0.499764,58
0.624012,55
0.547954,55
0.532653,54
0.546547,54
0.550959,54
0.553074,56
0.542323,55
0.557560,55
0.583556,58
0.560808,58
0.568325,54
0.389247,25
0.400938,29
0.384773,29
0.395506,25
0.392103,26
0.413127,26
0.390678,29
0.367557,25
0.362940,28
0.370500,25
0.413445,27
0.401952,25
0.403713,29
0.388027,25
0.405804,25
0.405922,27
0.410271,27
0.367003,37
0.376678,39
0.371937,36
0.381656,36
0.373238,37
0.376666,39
0.377033,39
0.370705,37
0.376902,38
0.387163,37
0.382403,36
0.363226,36
0.360806,38
0.468274,41
0.466780,42
0.453901,43
0.431445,44
0.445152,41
0.490829,45
0.463676,43
0.408772,43
0.465797,44
0.457559,45
0.465891,44
0.454946,43
0.470893,43
0.462338,42
0.454006,45
0.476785,43
0.409823,32
0.387299,30
0.411248,32
0.399433,29
0.380474,31
0.402575,33
0.362872,32
0.377139,30
0.387418,30
0.393416,33
0.383261,30
0.380331,32
0.373580,30
0.396023,30
0.477159,46
0.460309,44
0.499770,42
0.488968,42
0.490356,49
0.475678,44
0.474041,47
0.489043,52
0.473724,49
0.456725,52
0.465592,46
0.504816,45
0.476319,42
0.465579,42
0.494531,42
0.472013,51
0.482261,50
0.380119,35
0.396010,33
0.371047,34
0.401274,34
0.393011,35
0.381737,34
0.400708,33
0.381333,33
0.387250,36
0.388494,33
0.375633,36
0.362872,37
0.405026,34
0.408535,35
0.382913,34
0.373829,34
0.389123,36
0.402904,37
0.287653,31
0.303028,31
0.284878,32
0.282930,32
0.277996,32
0.283297,30
0.280989,29
0.278021,29
0.288449,31
0.276795,31
0.276758,32
0.276602,31
0.288835,32
0.275837,30
0.291983,31
0.273274,29
0.267332,29
0.281729,28
0.271948,31
0.301211,32
0.406333,53
0.370799,53
0.398723,51
0.370039,54
0.376990,53
0.398505,54
0.398605,51
0.411802,53
0.412860,54
0.423680,51
0.438028,50
0.409481,53
0.413756,51
0.403850,51
0.389546,50
0.389882,50
0.399271,51
0.406943,50
0.412972,50
0.390205,53
0.391493,53
0.415840,45
0.398891,43
0.415311,47
0.402357,47
0.446994,47
0.386914,47
0.384892,45
0.393602,43
0.447181,45
0.412262,45
0.445065,44
0.407720,45
0.395880,43
0.399451,47
0.419493,45
0.428259,44
0.409071,45
0.397547,43
0.379758,46
0.434600,62
0.431115,64
0.419362,64
0.412673,63
0.436784,63
0.447504,60
0.429336,61
0.416089,64
0.442937,60
0.419194,64
0.434861,64
0.432515,62
0.448288,60
0.458972,62
0.423282,63
0.417259,62
0.418397,61
0.431122,60
0.281829,27
0.283702,24
0.292114,25
0.280342,25
0.274798,26
0.286676,28
0.286402,28
0.284467,24
0.294161,28
0.280118,28
0.273442,27
0.280305,26
0.276254,26
0.287678,25
0.293738,28
0.269721,26
0.271961,26
0.294429,26
0.383784,38
0.414229,38
0.413669,41
0.408119,39
0.432341,40
0.389869,40
0.379933,42
0.410794,40
0.399513,40
0.400895,39
0.387542,40
0.400148,39
0.404149,39
0.396098,40
0.389670,40
0.388065,40
0.409923,40
0.410894,39
0.407870,42
0.351019,35
0.345207,37
0.350589,37
0.345680,37
0.348430,36
0.344591,35
0.328582,36
0.328053,38
0.348107,34
0.321762,36
0.337100,34
0.362467,37
0.334598,34
0.350272,37
0.336023,34
0.352412,37
0.370967,37
0.364881,37
0.370618,36
0.352381,34
0.453795,51
0.482796,51
0.453776,49
0.435471,53
0.461174,53
0.451387,51
0.453011,49
0.467427,49
0.457746,51
0.455711,53
0.439727,52
0.461865,49
0.435203,53
0.397298,50
0.426312,52
0.426156,50
0.424750,51
0.458997,50
0.468697,50
0.306568,42
0.313954,40
0.304509,40
0.327742,39
0.320263,38
0.319672,40
0.335619,42
0.326510,40
0.333205,37
0.348225,39
0.359798,39
0.324730,37
0.329428,39
0.310413,38
0.333877,40
0.320356,41
0.314028,39
0.316754,41
0.311757,42
0.328258,37
0.336098,39
0.314613,39
